CourseNum,CourseName,CreditHours,Description,GenEdAttrib,DepartmentCode,Department
460,Chamber Singers,1 hours.,"A mixed-voice chorus for advanced singers that explores through study and performance a wide variety of choral music from various cultures, styles, and time periods. Open to all students who have been accepted by audition, with assignments made according to proficiency. Completion of course involves, in addition to the regular schedule of rehearsals, participation in public performances by the ensemble. 1 undergraduate hour. 1 graduate hour. May be repeated in separate terms. Prerequisite: Audition required and/or consent of instructor.",,MUSC,Music Lessons and Ensembles
440,Statistical Data Management,3 OR 4 hours.,Same as STAT 440. See STAT 440.,,CSE,Computational Science and Engineering
462,University Chorus,1 hours.,"A mixed-voice chorus open to students from all majors and disciplines on campus. Explores through study and performance a wide variety of choral music from various cultures, styles, and time periods. Completion of course involves, in addition to the regular schedule of rehearsals, participation in public performances by the ensemble. 1 undergraduate hour. 1 graduate hour. May be repeated in separate terms. Prerequisite: Audition required and/or consent of instructor.",,MUSC,Music Lessons and Ensembles
151,Molec & Cellular Laboratory,1 hours.,"Introductory laboratory course focusing on basic techniques in molecular and cellular biology. Credit is not given for MCB 151 for students majoring in Molecular and Cellular Biology, or Integrative Biology; Credit is not given for both MCB 151 and MCB 251. Prerequisite: Concurrent enrollment in MCB 150.",,MCB,Molecular and Cell Biology
441,Introduction to Optimization,3 OR 4 hours.,Same as ECE 490. See ECE 490.,,CSE,Computational Science and Engineering
463,Black Chorus,1 hours.,"A mixed-voice chorus of students from across campus performing the music of Black Americans, ranging from the Negro spiritual, anthems, and formal music, to traditional and contemporary gospel, jazz, and rhythm and blues. Open to all students with assignments made according to proficiency. Completion of course involves, in addition to the regular schedule of rehearsals, participation in public performances by the ensemble. 1 undergraduate hour. 1 graduate hour. May be repeated in separate terms. Prerequisite: Audition may required and/or consent of instructor.",,MUSC,Music Lessons and Ensembles
448,Advanced Data Analysis,4 hours.,Same as STAT 448. See STAT 448.,,CSE,Computational Science and Engineering
464,Women's Glee Club,1 hours.,"Practical experience in the rehearsal and public performance of choral music of various periods and styles. Open to all treble voices (soprano and alto) on campus who have been accepted by audition, with assignments made according to proficiency. Completion of course involves, in addition to the regular schedule of rehearsals, participation in public performances by the ensemble. 1 undergraduate hour. 1 graduate hour. May be repeated in separate terms. Prerequisite: Audition required and/or consent of instructor.",,MUSC,Music Lessons and Ensembles
465,Men's Glee Club,1 hours.,"Practical experience in the rehearsal and public performance of traditional music, innovative compositions, and songs of brotherhood of various periods and styles. Open to all tenor, baritone, and bass voices on campus who have been accepted by audition, with assignments made according to proficiency. Completion of course involves, in addition to the regular schedule of rehearsals, participation in public performances by the ensemble. 1 undergraduate hour. 1 graduate hour. May be repeated in separate terms. Prerequisite: Audition required and/or consent of instructor.",,MUSC,Music Lessons and Ensembles
466,Oratorio Society,1 hours.,"An advanced mixed-voice chorus open to students, faculty, and members of the community. Performance of oratorios and other major choral works in cooperation with the University Symphony Orchestra, Wind Symphony, or other select ensemble. Open to all who have been accepted by audition, with assignments made according to proficiency. Completion of course involves, in addition to the regular schedule of rehearsals, participation in public performances by the ensemble. 1 undergraduate hour. 1 graduate hour. May be repeated in separate terms. Prerequisite: Audition required and/or consent of instructor.",,MUSC,Music Lessons and Ensembles
198,Internship,0 hours.,"Full-time or part-time internship at another University or an off-campus medical facility, research institute or other approved institution. Approved for S/U grading only. May be repeated. Prerequisite: For MCB and Biochemistry majors only.",,MCB,Molecular and Cell Biology
451,Finite Element Analysis,3 OR 4 hours.,Same as AE 420 and ME 471. See ME 471.,,CSE,Computational Science and Engineering
468,LTI Studio,2 hours.,"Acquaints the student with a variety of opera, operetta, and musical theatre literature in contrasting styles and historical periods, culminating in a public performance of full sung theatre. Develops skills as both a solo and ensemble performer including, but not limited to, stage movement, mind-body awareness, diction, acting, and improvisational techniques. 2 undergraduate hours. 2 graduate hours. May be repeated in separate terms to a maximum of 12 undergraduate hours or 8 graduate hours. Prerequisite: Consent of instructor. Required for BMA majors; available to vocal performance majors and musical theatre minors; others by permission of instructor.",,MUSC,Music Lessons and Ensembles
199,Undergraduate Open Seminar,1 TO 5 hours.,Approved for letter and S/U grading. May be repeated to a maximum of 10 hours.,,MCB,Molecular and Cell Biology
461,Computational Aerodynamics,3 OR 4 hours.,Same as AE 410. See AE 410.,,CSE,Computational Science and Engineering
469,LTI Main Stage,1 TO 2 hours.,"Portrayal of a named role in a Main Stage Lyric Theatre Illinois production. Culminates in public performances of sung theatre, developing and demonstrating skills in singing, acting, and movement. Rigorous rehearsal schedule. 1 to 2 undergraduate hours. 1 to 2 graduate hours. May be repeated in separate terms. Prerequisite: Audition required and/or consent of instructor.",,MUSC,Music Lessons and Ensembles
498,Special Topics,1 TO 4 hours.,Subject offerings of new and developing areas of knowledge in computational science and engineering intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated for a maximum of 6 hours in the same semester and up to 9 hours in separate semesters.,,CSE,Computational Science and Engineering
470,Opera Scenes,2 hours.,"Advanced work in musical preparation and staging of operatic roles and scenes. Repertoire includes core repertoire especially chosen for the student, and workshops of emerging pieces with industry professionals. Culminates in a public performance. For graduate students in vocal performance and select upperclassmen in vocal performance or Lyric Theatre. Audition is required for repertoire assignment. 2 undergraduate hours. 2 graduate hours. May be repeated in separate terms to a maximum of 12 undergraduate hours or 8 graduate hours. Prerequisite: Audition required and/or consent of instructor.",,MUSC,Music Lessons and Ensembles
510,Numerical Methods for PDEs,4 hours.,Same as CS 555 and MATH 552. See CS 555.,,CSE,Computational Science and Engineering
521,Computer Architecture,4 hours.,Same as ECE 511. See ECE 511.,,CSE,Computational Science and Engineering
246,Human Anatomy & Physiology II,3 hours.,"Organ system biology with an emphasis on normal human anatomy and physiology, physiological processes and associated disease processes of the following systems: digestion, cardiovascular, respiratory, renal, and reproductive. Prerequisite: MCB 244 and credit or concurrent enrollment in CHEM 101, CHEM 102, or equivalent or consent of instructor.",,MCB,Molecular and Cell Biology
473,Illinois Modern Ensemble,1 hours.,"Advanced ensemble dedicated to the performance of contemporary and experimental music, from the masterworks of the 20th century to cutting-edge new compositions of today. Completion of course involves, in addition to the regular schedule of rehearsals, participation in public performances by the ensemble. 1 undergraduate hour. 1 graduate hour. May be repeated in separate terms. Prerequisite: Audition required and/or consent of instructor; consent of applied teacher.",,MUSC,Music Lessons and Ensembles
522,Parallel Computer Architecture,4 hours.,Same as CS 533. See CS 533.,,CSE,Computational Science and Engineering
247,Human Anat & Physiol Lab II,2 hours.,"Laboratory exploration of normal human anatomy and physiology and relevant disease processes for the following systems: digestive, cardiovascular, respiratory, renal, and reproductive. Previously dissected human cadavers are an important part of the learning experience in this course, but students will not dissect human cadavers. Neither animal dissection or animal use are elements of this course. Prerequisite: MCB 245 and credit or concurrent enrollment in CHEM 101, CHEM 102, or equivalent; or consent of instructor.",,MCB,Molecular and Cell Biology
474,Improvisors Exchange Ensemble,1 hours.,"This performance ensemble investigates the field of music improvisation and is open to musicians of all genres who seek to explore omni-idiomatic improvisation, listening and performance strategies for the improviser, and engagement with visiting artists in the field. Open to all students on campus. Completion of course involves, in addition to the regular schedule of rehearsals, participation in public performances by the ensemble. 1 undergraduate hour. 1 graduate hour. May be repeated in separate terms. Prerequisite: Audition required and/or consent of instructor.",,MUSC,Music Lessons and Ensembles
525,Topics in Computational Statistics,4 hours.,Same as STAT 525. See STAT 525.,,CSE,Computational Science and Engineering
475,Symphony Orchestra,1 hours.,"The Symphony Orchestra performs major literature from the 18th, 19th, 20th and 21st centuries. Student musicians include music majors, as well as exceptionally talented non-majors from across the University of Illinois campus. Open to all students who have been accepted by audition, with assignments made according to proficiency and instrumentation. Completion of course involves, in addition to the regular schedule of rehearsals, participation in public performances by the ensemble. 1 undergraduate hour. 1 graduate hour. May be repeated in separate terms. Prerequisite: Audition required and/or consent of instructor.",,MUSC,Music Lessons and Ensembles
542,Statistical Learning,4 hours.,Same as ASRM 551 and STAT 542. See STAT 542.,,CSE,Computational Science and Engineering
476,Philharmonia Orchestra,1 hours.,"The Philharmonia Orchestra performs major literature from the 18th, 19th, 20th and 21st centuries. Student musicians include music majors, as well as talented non-majors from across the University of Illinois campus. Open to all students who have been accepted by audition, with assignments made according to proficiency and instrumentation. Completion of course involves, in addition to the regular schedule of rehearsals, participation in public performances by the ensemble. 1 undergraduate hour. 1 graduate hour. May be repeated in separate terms. Prerequisite: Audition required and/or consent of instructor.",,MUSC,Music Lessons and Ensembles
551,Finite Element Methods,4 hours.,Same as CEE 570. See CEE 570.,,CSE,Computational Science and Engineering
478,Illini Strings,1 hours.,"This string orchestra performs music from the classics to music written in the 21st century. Musicians in the orchestra are comprised of non-music majors from all across the University of Illinois campus. Open to all students who have been accepted by audition, with assignments made according to proficiency and instrumentation. Completion of course involves, in addition to the regular schedule of rehearsals, participation in public performances by the ensemble. 1 undergraduate hour. 1 graduate hour. May be repeated in separate terms. Prerequisite: Audition required and/or consent of instructor.",,MUSC,Music Lessons and Ensembles
480,Wind Symphony,1 hours.,"Maintains a complete large wind ensemble instrumentation for the study and performance of band/wind ensemble/chamber wind literature. Open to all students who have been accepted by audition, with assignments made according to proficiency and instrumentation. Completion of course involves, in addition to the regular schedule of rehearsals, participation in public performances by the ensemble. 1 undergraduate hour. 1 graduate hour. May be repeated in separate terms. Prerequisite: Audition required and/or consent of instructor.",,MUSC,Music Lessons and Ensembles
566,Numerical Fluid Dynamics,4 hours.,Same as ATMS 502. See ATMS 502.,,CSE,Computational Science and Engineering
481,Wind Orchestra,1 hours.,"Maintains a large wind ensemble instrumentation for the study and performance of all types of band literature. Open to all students who have been accepted by audition, with assignments made according to proficiency and instrumentation. Completion of course involves, in addition to the regular schedule of rehearsals, participation in public performances by the ensemble. 1 undergraduate hour. 1 graduate hour. May be repeated in separate terms. Prerequisite: Audition required and/or consent of instructor.",,MUSC,Music Lessons and Ensembles
100,Intro to Creative Writing,3 hours.,"Acquaints students with the technical choices a writer makes in creating a story or a poem. Classes will consist of lectures on specific elements of poetry, fiction, and creative nonfiction. Students will also have the opportunity to talk with visiting writers and work in small groups to apply the course techniques and skills to a close reading of stories and poems.",Humanities - Lit & Arts course.,CW,Creative Writing
482,Hindsley Symphonic Band,1 hours.,"Maintains the instrumentation of a standard concert band. The literature studied and performed is of the highest caliber and technical difficulty. Open to all students who have been accepted by audition, with assignments made according to proficiency and instrumentation. Completion of course involves, in addition to the regular schedule of rehearsals, participation in public performances by the band. 1 undergraduate hour. 1 graduate hour. May be repeated in separate terms. Prerequisite: Audition required and/or consent of instructor.",,MUSC,Music Lessons and Ensembles
484,Concert Band,1 hours.,"Maintains the instrumentation of a large concert band. Performs high quality band literature that is technically less difficult than that of the more advanced band ensembles. Open to all students who have been accepted by audition, with assignments made according to proficiency and instrumentation. Completion of course involves, in addition to the regular schedule of rehearsals, participation in public performances by the band. 1 undergraduate hour. 1 graduate hour. May be repeated in separate terms. Prerequisite: Audition required and/or consent of instructor.",,MUSC,Music Lessons and Ensembles
104,Fiction Workshop I,3 hours.,"An introductory workshop in fiction, with a primary emphasis on short stories. Prerequisite: Completion of campus Composition I general education requirement.",,CW,Creative Writing
488,Basketball Band,1 hours.,"Prepares and performs music of the highest available quality for men's and women's basketball games. Open to all students who have been accepted by audition, with assignments made according to proficiency and instrumentation. Completion of course involves, in addition to the regular schedule of rehearsals, participation in public performances by the band. 1 undergraduate hour. 1 graduate hour. May be repeated in separate terms. Prerequisite: Auditions for the basketball bands take place during the first week of classes in the fall semester. Open to all students who have been accepted by audition, with assignments made according to proficiency and instrumentation.",,MUSC,Music Lessons and Ensembles
250,Molecular Genetics,3 hours.,"Fundamentals of molecular biology including structure of DNA, RNA and proteins, mechanisms of DNA replication, transcription and translation, gene organization, genetic variation and repair, and regulation of gene expression in Bacteria, and Eukarya. Students who enter the University Fall 2011 or later are responsible for additional course-based tuition of $300 unless they are already paying differential tuition during the term of course enrollment. Additional fees may apply. See Class Schedule. Prerequisite: MCB 150, CHEM 102 and CHEM 104, or equivalents or consent of instructor.",,MCB,Molecular and Cell Biology
490,Concert Jazz Band,1 hours.,"Upper level jazz ensemble designed to acquaint proficient instrumentalists with jazz compositions, arrangements, and improvisational procedures, and to promote a high degree of stylistic and technical competence in performance. Open to all students who have been accepted by audition, with assignments made according to proficiency and instrumentation. Completion of course involves, in addition to the regular schedule of rehearsals, participation in public performances by the ensemble. 1 undergraduate hour. 1 graduate hour. May be repeated in separate terms. Prerequisite: Audition required and/or consent of instructor.",,MUSC,Music Lessons and Ensembles
106,Poetry Workshop I,3 hours.,"Practice in the writing of poetry; experimentation with a number of fixed forms and free verse, but emphasis mainly on the student's freedom to develop a personal style. Prerequisite: Completion of campus Composition I general education requirement.",,CW,Creative Writing
491,Repertory Jazz Orchestra,1 hours.,"Upper level jazz ensemble designed to acquaint proficient instrumentalists with jazz compositions, arrangements, and improvisational procedures, and to promote a high degree of stylistic and technical competence in performance. Open to all students who have been accepted by audition, with assignments made according to proficiency and instrumentation. Completion of course involves, in addition to the regular schedule of rehearsals, participation in public performances by the ensemble. 1 undergraduate hour. 1 graduate hour. May be repeated in separate terms. Prerequisite: Audition required and/or consent of instructor.",,MUSC,Music Lessons and Ensembles
492,Jazz Ensemble,1 hours.,"This jazz ensemble course is designed to acquaint proficient instrumentalists with jazz compositions, arrangements, and improvisational procedures, and to promote a high degree of stylistic and technical competence in performance. Open to all students who have been accepted by audition, with assignments made according to proficiency and instrumentation. Completion of course involves, in addition to the regular schedule of rehearsals, participation in public performances by the ensemble. 1 undergraduate hour. 1 graduate hour. May be repeated in separate terms. Prerequisite: Audition required and/or consent of instructor.",,MUSC,Music Lessons and Ensembles
200,Reading for Writers,3 hours.,"Emphasizes the craft of short stories and poems through the study of formal elements central to the production of creative writing (e.g., plot, character, setting, point of view in short fiction and rhythm, meter, line break, imagery, simile, metaphor, formal patterns in poetry). Prerequisite: CW 104 or CW 106. For majors only.",,CW,Creative Writing
493,Latin Jazz Ensemble,1 hours.,"Upper level jazz ensemble designed to acquaint proficient instrumentalists with jazz compositions, arrangements, and improvisational procedures, and to promote a high degree of stylistic and technical competence in performance. Open to all students who have been accepted by audition, with assignments made according to proficiency and instrumentation. Completion of course involves, in addition to the regular schedule of rehearsals, participation in public performances by the ensemble. 1 undergraduate hour. 1 graduate hour. May be repeated in separate terms. Prerequisite: Audition required and/or consent of instructor.",,MUSC,Music Lessons and Ensembles
202,Topics in Creative Writing,3 hours.,Independent writing projects and examination of literature as the cultural basis of the student's specialized fields. May be repeated as topics vary.,,CW,Creative Writing
495,Jazz Trombone Ensemble,1 hours.,"Ensemble designed to acquaint proficient instrumentalists with jazz compositions, arrangements, and improvisational procedures, and to promote a high degree of stylistic and technical competence in performance. Open to all students who have been accepted by audition, with assignments made according to proficiency and instrumentation. Completion of course involves, in addition to the regular schedule of rehearsals, participation in public performances by the ensemble. 1 undergraduate hour. 1 graduate hour. May be repeated in separate terms. Prerequisite: Audition required and/or consent of instructor.",,MUSC,Music Lessons and Ensembles
204,Fiction Workshop II,3 hours.,"An intermediate workshop in fiction, with a primary emphasis on short stories. Prerequisite: CW 104 or equivalent.",,CW,Creative Writing
251,Exp Techniqs in Molecular Biol,2 hours.,"Laboratory course emphasizing a range of molecular biology questions, and the experimental approaches and methodologies needed to answer these questions. Lectures will accompany labs to explain theoretical background and experimental rationale. Students who enter the University Fall 2011 or later are responsible for additional course-based tuition of $300 unless they are already paying differential tuition during the term of course enrollment. Additional fees may apply. See Class Schedule. Credit is not given for both MCB 251 and MCB 151. Prerequisite: Concurrent or prior enrollment in MCB 250 or consent of instructor.",,MCB,Molecular and Cell Biology
496,Jazz Guitar Ensemble,1 hours.,"Ensemble designed to acquaint proficient instrumentalists with jazz compositions, arrangements, and improvisational procedures, and to promote a high degree of stylistic and technical competence in performance. Open to all students who have been accepted by audition, with assignments made according to proficiency and instrumentation. Completion of course involves, in addition to the regular schedule of rehearsals, participation in public performances by the ensemble. 1 undergraduate hour. 1 graduate hour. May be repeated in separate terms. Prerequisite: Audition required and/or consent of instructor.",,MUSC,Music Lessons and Ensembles
206,Poetry Workshop II,3 hours.,"Builds upon the workshop format of CW 106, with an emphasis on prosody and poetic technique. Students will deepen their sense of craft by putting into practice their study and understanding of a variety of poetic forms (e.g., syllabic poetry, dramatic monologue, sonnet, bound/free verse) and technical concerns (e.g., voice, tone, line, line break, image). The workshop component of the course typically includes 8-12 completed poems and their revisions. Prerequisite: CW 106.",,CW,Creative Writing
497,Jazz Vocal Ensemble,1 hours.,"Ensemble designed to acquaint proficient instrumentalists with jazz compositions, arrangements, and improvisational procedures, and to promote a high degree of stylistic and technical competence in performance. Open to all students who have been accepted by audition, with assignments made according to proficiency and instrumentation. Completion of course involves, in addition to the regular schedule of rehearsals, participation in public performances by the ensemble. 1 undergraduate hour. 1 graduate hour. May be repeated in separate terms. Prerequisite: Audition required and/or consent of instructor.",,MUSC,Music Lessons and Ensembles
208,Creative Nonfiction Workshop,3 hours.,"Types of nonfiction prose, including the personal essay, memoir, literary journalism, and historical writing.",,CW,Creative Writing
498,Jazz Combo,1 hours.,"Ensembles of various sizes designed to acquaint proficient instrumentalists with jazz compositions, arrangements, and improvisational procedures, and to promote a high degree of stylistic and technical competence in performance. Open to all students who have been accepted by audition, with assignments made according to proficiency and instrumentation. Completion of course involves, in addition to the regular schedule of rehearsals, participation in public performances by the ensemble. 1 undergraduate hour. 1 graduate hour. May be repeated in separate terms. Prerequisite: Audition required and/or consent of instructor.",,MUSC,Music Lessons and Ensembles
243,"The Craft Essay: Creative Reading, Reflection, and Revision",3 hours.,"In this writing- and reading-intensive composition class, students will look at how creative writers�fiction writers, poets, and essayists�write about creative writing outside of the standard literary analysis model. Realizing that there are other methods of discussing, analyzing, and considering literature is a major goal of this class. As a complement to the production of creative work, students will focus on how we analyze, consider, and place that work within the greater context of creative writing. Prerequisite: Completion of campus Composition I general education requirement.",Advanced Composition course.,CW,Creative Writing
252,"Cells, Tissues & Development",3 hours.,"Functional organization and physiology of cells and tissues, including cellular signaling, cellular interactions, and developmental processes. Students who enter the University Fall 2011 or later are responsible for additional course-based tuition of $300 unless they are already paying differential tuition during the term of course enrollment.  Additional fees may apply. See Class Schedule. Prerequisite: MCB 250 or equivalent with consent of instructor.",,MCB,Molecular and Cell Biology
404,Fiction Workshop III,3 OR 4 hours.,"An advanced workshop in fiction, with a primary emphasis on short stories. 3 undergraduate hours. 4 graduate hours. May be repeated for a maximum of 6 undergraduate hours or 8 graduate hours. Prerequisite: CW 204 or equivalent.",,CW,Creative Writing
406,Poetry Workshop III,3 OR 4 hours.,Practice of the writing of poetry aided by intensive study of examples. 3 undergraduate hours. 4 graduate hours. May be repeated to a maximum of 6 undergraduate hours or 8 graduate hours. Prerequisite: CW 206 or equivalent.,,CW,Creative Writing
500,Graduate Recital,0 hours.,"Recital presented in partial fulfillment of the requirements for the Master of Music and Doctor of Musical Arts. 0 graduate hours. No professional credit. Approved for S/U grading only. May be repeated if recital program differs, and with permission of applied music instructor. Prerequisite: Acceptance to the MM or DMA program; permission of applied music instructor.",,MUSC,Music Lessons and Ensembles
455,Creative Writing Tutorial,3 OR 4 hours.,"Personal direction in a writing project: fiction (novel or short stories), poetry or creative nonfiction. Frequency of conference to be determined by the type of project. 3 undergraduate hours. 4 graduate hours. May be repeated to a maximum of 6 undergraduate hours or 8 graduate hours. Prerequisite: CW 208, CW 404 or CW 406, and consent of the Director of Creative Writing.",,CW,Creative Writing
460,Intro to Literary Editing,3 hours.,"Practicum in which students learn all the stages of developing and editing a literary publication. Students will solicit, read, and select poems and stories for an online supplement to the Ninth Letter literary journal. At the end of the semester, the supplement will be published on the Ninth Letter website (www.ninthletter.com). Students will gain experience in professional communications, copyediting, and marketing. 3 undergraduate hours. No graduate credit. May be repeated in separate semesters to a maximum of 6 hours. Prerequisite: CW 104 or CW 106.",,CW,Creative Writing
463,Adv Topics in Creative Writing,3 OR 4 hours.,"Advanced topics course in Creative Writing. Students study selected topic through a workshop model, pursuing advanced development in one or more approaches to writing in a specialized field or genre. 3 undergraduate hours. 4 graduate hours. May be repeated, if topics vary. Prerequisite: Junior standing required.",,CW,Creative Writing
253,Exp Techniqs in Cellular Biol,2 hours.,"Laboratory course emphasizing experimental techniques in cellular biology, cellular physiology, and developmental biology. Students who enter the University Fall 2011 or later are responsible for additional course-based tuition of $300 unless they are already paying differential tuition during the term of course enrollment. Additional fees may apply. See Class Schedule. Credit is not given for both MCB 253 and MCB 151. Prerequisite: Concurrent or prior enrollment in MCB 252 or consent of instructor.",,MCB,Molecular and Cell Biology
504,Writing Workshop in Fiction,4 hours.,"Directed individual projects, with group discussion in fiction. May be repeated to a maximum of 16 hours. Prerequisite: Admission to the MFA program, or graduate standing in English with advanced submission of creative work and consent of instructor.",,CW,Creative Writing
506,Writing Workshop in Poetry,4 hours.,"Directed individual projects, with group discussion in poetry. May be repeated to a maximum of 16 hours. Prerequisite: Admission to the MFA program, or graduate standing in English with advanced submission of creative work and  consent of instructor.",,CW,Creative Writing
560,Literary Publishing &Promotion,0 TO 4 hours.,"A working practicum designed to teach graduate students the basics of literary journal publishing and to introduce them to career and entrepreneurial opportunities in other types of literary arts organizations. Students will attend weekly editorial meetings, complete weekly reading assignments, and will work 2 hours per week in the 'Ninth Letter' office, reading manuscript submissions and completing various clerical tasks for the journal. Approved for both letter and S/U grading. May be repeated to a maximum of 8 hours. Prerequisite: MFA candidate standing.",,CW,Creative Writing
591,Independent Study,0 TO 4 hours.,Approved for both letter and S/U grading. May be repeated up to a maximum of 12 hours. Prerequisite: MFA candidate standing.,,CW,Creative Writing
595,Final Project,0 TO 12 hours.,Guidance in writing final projects. Approved for S/U grading only. May be repeated in separate terms to a maximum of 12 hours. Prerequisite: MFA candidate standing.,,CW,Creative Writing
290,Undergraduate Research,1 TO 5 hours.,"Students assist in and /or conduct research under faculty supervision in an MCB research laboratory. The topics and nature of the work will vary but will be defined as work conducted in MCB research laboratories. For each hour of course credit in fall and spring terms, the student will be expected to complete 5 hours of work in the lab as directed. 75-80 total hours would be the expectation for 1 credit hour during 15-16 week terms. May be repeated to a maximum of 10 hours. Prerequisite: Consent of instructor.",,MCB,Molecular and Cell Biology
119,Literature of Fantasy,3 hours.,Same as ENGL 119. See ENGL 119.,,CWL,Comparative and World Literature
292,Experiential Learning in MCB,1 OR 2 hours.,"Supervised experiential learning activity related to the major of or career development within Molecular and Cellular Biology. Requires an Experiential Learning Proposal prior to the term, a minimum time commitment of 75 documented hours per credit hour within the term, regular documentation and reflection within the term, and a final culminating project at the end of the term. Approved for S/U grading only. Prerequisite: Restricted to declared undergraduates in any School of MCB major.",,MCB,Molecular and Cell Biology
122,Russia and Black America,3 hours.,Same as AFRO 122 and RUSS 122. See RUSS 122.,Cultural Studies - US Minority course.,CWL,Comparative and World Literature
297,MCB Honors Discussion,1 hours.,"Honors discussion section associated with MCB 250, MCB 252, and MCB 354. Concurrent enrollment in the appropriate lecture course is required. May be repeated in separate terms to a maximum of 3 hours.",,MCB,Molecular and Cell Biology
191,Freshman Honors Tutorial,1 TO 3 hours.,Study of selected topics on an individually arranged basis. Open only to honors students or to Cohn Scholars and Associates. May be repeated one time. Prerequisite: Consent of departmental honors advisor.,,CWL,Comparative and World Literature
298,MCB Honors Lab Discussion,1 hours.,Discussion section associated with the Honors lab sections of MCB 251 and MCB 253. Concurrent enrollment in the appropriate Honors lab section is required. May be repeated in separate terms to a maximum of 2 hours.,,MCB,Molecular and Cell Biology
199,Undergraduate Open Seminar,1 TO 5 hours.,Credit: 1 to 5 hours. Approved for both letter and S/U grading. May be repeated.,,CWL,Comparative and World Literature
207,Indian Cinema in Context,3 hours.,"Introduction to Indian mainstream (mainly Bollywood) cinema and its evolution through the last seven decades. Topics to be explored include, but not limited to, the relation between Indian society/culture and its cinematic representations, cinema's resistance to dominant nationalist and patriarchal ideologies, its interactions with the postcolonial nation-state of India, how globalization has changed the industry. All films will be screened with subtitles. No knowledge of Hindi or any other Indian language is required. Same as MACS 207.","Humanities - Lit & Arts, and Cultural Studies - Non-West course.",CWL,Comparative and World Literature
299,MCB Merit Program Discussion,1 hours.,"Provides the extra earned credit hours for students enrolled in the Merit Program in MCB 250, MCB 252, or MCB 354. Approved for letter and S/U grading. May be repeated up to 6 hours in a semester, to a maximum of 10 total hours. Prerequisite: Consent of instructor.",,MCB,Molecular and Cell Biology
208,Cultures & Literatures of South Asia,3 hours.,"Same as ASST 208, REL 208 and SAME 208. See REL 208.","Humanities - Lit & Arts, and Cultural Studies - Non-West course.",CWL,Comparative and World Literature
300,Microbiology,3 hours.,"Emphasizes fundamental concepts of microbiology, including nutrition, physiology, genetics, molecular biology, ecology and evolution of microorganisms, and their role in nature, human health and disease. Credit is not given for both MCB 300 and MCB 100. Prerequisite: MCB 250 and credit or concurrent registration in MCB 252 or consent of instructor.",,MCB,Molecular and Cell Biology
210,Introduction to Modern African Literature,3 hours.,Same as AFST 210 and ENGL 211. See AFST 210.,"Humanities - Lit & Arts, and Cultural Studies - Non-West course.",CWL,Comparative and World Literature
301,Experimental Microbiology,3 hours.,"Laboratory emphasizing the fundamentals of microbiology. Topics include growth, isolation, and identification of bacteria; restriction endonuclease analysis of DNA, genetic cloning, and gene transfer. Computer methods are used for the identification of microorganisms and for the analysis of recombinant DNA molecules. Prerequisite: MCB 250 and 251 and credit or concurrent registration in MCB 300, or consent of instructor.",,MCB,Molecular and Cell Biology
216,Legends of King Arthur,3 hours.,Same as ENGL 216 and MDVL 216. See ENGL 216.,"Humanities - Lit & Arts, and Cultural Studies - Western course.",CWL,Comparative and World Literature
220,Exploring the Greek and Roman World,3 hours.,Same as CLCV 220. See CLCV 220.,"Humanities - Lit & Arts, and Cultural Studies - Western course.",CWL,Comparative and World Literature
317,Genetics and Genomics,4 hours.,"Study of genetics as a discipline, genetic analysis as a tool to understand biology and the role of genome sciences in biology. Credit is not given for both MCB 317 and MCB 316. Prerequisite: MCB 250, MCB 251, MCB 252, and MCB 253; or consent of instructor.",,MCB,Molecular and Cell Biology
230,Popular Cultures of Contemporary East Asia,3 hours.,Same as EALC 230. See EALC 230.,"Humanities - Lit & Arts, and Cultural Studies - Non-West course.",CWL,Comparative and World Literature
501,Graduate Level Piano,2 TO 5 hours.,"Study at the graduate level in piano; selected studies from the masterworks in piano literature. Graduate standing in music, or successful completion of a qualifying audition for the appropriate Keyboard faculty. 2 to 5 graduate hours. No professional credit. May be repeated to a maximum of 20 hours. Prerequisite: Graduate standing in music, or successful completion of a qualifying audition for the appropriate Keyboard faculty.",,MUSC,Music Lessons and Ensembles
502,Graduate Level Harpsichord,2 TO 5 hours.,"Study at the graduate level in harpsichord; selected studies from the masterworks in harpsichord literature. Graduate standing in music, or successful completion of a qualifying audition for the appropriate Keyboard faculty. 2 to 5 graduate hours. No professional credit. May be repeated to a maximum of 20 hours. Prerequisite: Graduate standing in music, or successful completion of a qualifying audition for the appropriate Keyboard faculty.",,MUSC,Music Lessons and Ensembles
354,Biochem & Phys Basis of Life,3 hours.,"Introduction to biochemistry and structural biology emphasizing the physical and chemical properties of macromolecules. Credit is not given for both MCB 354 and MCB 450. Prerequisite: CHEM 232 or CHEM 236, and MCB 250 and MCB 252, or consent of instructor.",,MCB,Molecular and Cell Biology
503,Graduate Level Organ,2 TO 5 hours.,"Study at the graduate level in organ; selected studies from the masterworks in organ literature. Graduate standing in music, or successful completion of a qualifying audition for the appropriate Keyboard faculty. 2 to 5 graduate hours. No professional credit. May be repeated to a maximum of 20 hours. Prerequisite: Graduate standing in music, or successful completion of a qualifying audition for the appropriate Keyboard faculty.",,MUSC,Music Lessons and Ensembles
